　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　图片名称　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　	　　　　　　　　　　　　　图片地址　　　　　　　　　　　　　	　　　　　　　　　　　　　　　　　　本地路径　　　　　　　　　　　　　　　　　　
　　　　　　　　　　　　　　　　　　　　　　《新边城浪子》剧照  爱恨纠缠.jpg　　　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150916/9-1509162100300-L.png	　　　　　　　　　　　　　　　img/9-1509162100300-L.png
　　　　　　　　　　　　　　　　　　　　　《蚁人》剧照  定档10月16日上映.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150916/9-1509162039360-L.jpg	　　　　　　　　　　　　　　　img/9-1509162039360-L.jpg
　　　　　　　　　　　　　　　　　　　　　《小黄人大眼萌》剧照  鲍勃对镜跳舞.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150916/9-1509162035300-L.jpg	　　　　　　　　　　　　　　　img/9-1509162035300-L.jpg
　　　　　　　　　　　　　　　　　　《好想听你说爱我》主题剧照  马景涛黄圣依演床戏.jpg　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150915/9-1509151955560-L.jpg	　　　　　　　　　　　　　　　img/9-1509151955560-L.jpg
　　　　　　　　　　　　　　　　　　　　《明星兄弟》马昕墨剧照   颜值高笑容甜.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150914/9-1509142124490-L.png	　　　　　　　　　　　　　　　img/9-1509142124490-L.png
　　　　　　　　　　　　　　　　　　　　《飞刀又见飞刀》定妆海报  冰火两重天.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150914/9-1509142132150-L.png	　　　　　　　　　　　　　　　img/9-1509142132150-L.png
　　　　　　　　　　　　　　　　　　　　　《多情江山》剧照   侯梦瑶挑大梁.jpg　　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150914/9-150914211U30-L.png	　　　　　　　　　　　　　　　　img/9-150914211U30-L.png
　　　　　　　　　　　　　　　　　　　　《恋恋阙歌》李承铉剧照  体会牢房之苦.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150910/9-1509102014280-L.jpg	　　　　　　　　　　　　　　　img/9-1509102014280-L.jpg
　　　　　　　　　　　　　　　　　　　　《小别离》主演海报  TFBOYS助阵.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150910/9-1509102022320-L.jpg	　　　　　　　　　　　　　　　img/9-1509102022320-L.jpg
　　　　　　　　　　　　　　　　　　　　　　《幻城》演员阵容曝光  强势吸睛.jpg　　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150908/9-150ZR22Z70-L.jpg	　　　　　　　　　　　　　　　　　　img/9-150ZR22Z70-L.jpg
　　　　　　　　　　　　　　　　　　　　　　《琅琊榜》王鸥剧照   智勇双谋.jpg　　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150908/9-150ZR223350-L.jpg	　　　　　　　　　　　　　　　　　img/9-150ZR223350-L.jpg
　　　　　　　　　　　　　　　　　　　　《花千骨》今晚收官  画骨夫妇结局引猜想.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150907/9-150ZG535530-L.jpg	　　　　　　　　　　　　　　　　　img/9-150ZG535530-L.jpg
　　　　　　　　　　　　　　　　　　　　《云中歌》关系版剧照  上演惊险“宫斗”.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150907/9-150ZG530360-L.jpg	　　　　　　　　　　　　　　　　　img/9-150ZG530360-L.jpg
　　　　　　　　　　　　　　　　　　　《好想听你说爱我》黄圣依剧照  职场小女人.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150907/9-150ZG50S30-L.jpg	　　　　　　　　　　　　　　　　　　img/9-150ZG50S30-L.jpg
　　　　　　　　　　　　　　　　　　　《小丈夫》首爆全阵容海报  爱恨纠葛情感关系.jpg　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150907/9-150ZG351520-L.jpg	　　　　　　　　　　　　　　　　　img/9-150ZG351520-L.jpg
　　　　　　　　　　　　　　　　　　　　　《恋恋阙歌》唯美剧照  演绎倾世绝恋.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150906/9-150Z61F5200-L.jpg	　　　　　　　　　　　　　　　　　img/9-150Z61F5200-L.jpg
　　　　　　　　　　　　　　　　　　　　　《明若晓溪》昆凌剧照  辣妈变少女.jpg　　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150906/9-150Z61F9450-L.jpg	　　　　　　　　　　　　　　　　　img/9-150Z61F9450-L.jpg
　　　　　　　　　　　　　　　　　　　　《花千骨》收官剧照  赵丽颖李纯厮杀决斗.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150906/9-150Z61A9290-L.jpg	　　　　　　　　　　　　　　　　　img/9-150Z61A9290-L.jpg
　　　　　　　　　　　　　　　　　　　　　　《情敌蜜月》剧照  高颜值口碑好.jpg　　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150906/9-150Z61432270-L.jpg	　　　　　　　　　　　　　　　　img/9-150Z61432270-L.jpg
　　　　　　　　　　　　　　　　　　　　《琅琊榜》人物关系海报  9月19日上映.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150902/9-150Z22019530-L.jpg	　　　　　　　　　　　　　　　　img/9-150Z22019530-L.jpg
　　　　　　　　　　　　　　　　　　　　《我们的纯真年代》海报  演绎揪心虐恋.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150903/9-150Z3200J10-L.jpg	　　　　　　　　　　　　　　　　　img/9-150Z3200J10-L.jpg
　　　　　　　　　　　　　　　　　　　　《花千骨》赵丽颖全新妖神剧照  糖宝离世.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150901/9-150Z11926490-L.jpg	　　　　　　　　　　　　　　　　img/9-150Z11926490-L.jpg
　　　　　　　　　　　　　　　　　　　　　　　《华丽上班族》“绞碎体”海报.jpg　　　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150902/9-150Z22013330-L.jpg	　　　　　　　　　　　　　　　　img/9-150Z22013330-L.jpg
　　　　　　　　　　　　　　　　　　　　《毕业歌》邬君梅剧照  演绎上海小女人.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150901/9-150Z11919340-L.jpg	　　　　　　　　　　　　　　　　img/9-150Z11919340-L.jpg
　　　　　　　　　　　　　　　　　　　　　《琅琊榜》王凯剧照  用演技征服质疑.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150901/9-150Z1191A10-L.jpg	　　　　　　　　　　　　　　　　　img/9-150Z1191A10-L.jpg
　　　　　　　　　　　　　　　　　　　《微微一笑》杨洋郑爽剧照  穿情侣装浪漫骑车.jpg　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150827/9-150RH101380-L.jpg	　　　　　　　　　　　　　　　　　img/9-150RH101380-L.jpg
　　　　　　　　　　　　　　　　《云中歌》片花曝光   陈晓Angelababy演暧昧.jpg　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150827/9-150RH021130-L.jpg	　　　　　　　　　　　　　　　　　img/9-150RH021130-L.jpg
　　　　　　　　　　　　　　　　　　　　九层妖塔女侠海报   姚晨唐嫣挑起半边天.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150827/9-150RG226450-L.jpg	　　　　　　　　　　　　　　　　　img/9-150RG226450-L.jpg
　　　　　　　　　　　　　　　　　　　《最佳前男友》言承旭演戏失控  羡慕男主角.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150826/9-150R61P9250-L.jpg	　　　　　　　　　　　　　　　　　img/9-150R61P9250-L.jpg
　　　　　　　　　　　　　　　　　　《花千骨》霍建华失仙身剧照  裸上身任花千骨蹂躏.jpg　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150826/9-150R61523060-L.jpg	　　　　　　　　　　　　　　　　img/9-150R61523060-L.jpg
　　　　　　　　　　　　　　　　　　　　　《花千骨》赵丽颖妖神剧照  冷艳霸气.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150825/9-150R52101320-L.jpg	　　　　　　　　　　　　　　　　img/9-150R52101320-L.jpg
　　　　　　　　　　　　　　　　　　　《最佳前男友》剧照  江疏影与米露职场斗法.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150824/9-150R41600100-L.jpg	　　　　　　　　　　　　　　　　img/9-150R41600100-L.jpg
　　　　　　　　　　　　　　　　　　　　　《毕业歌》付辛博剧照  表情呆萌可爱.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150824/9-150R41551080-L.jpg	　　　　　　　　　　　　　　　　img/9-150R41551080-L.jpg
　　　　　　　　　　　　　　　　　　　　《铁在烧》演员剧照   8月25日上映.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150824/9-150R41030250-L.jpg	　　　　　　　　　　　　　　　　img/9-150R41030250-L.jpg
　　　　　　　　　　　　　　　　　　　《神犬小七》剧照 郭碧婷被评为“完美女人”.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150822/9-150R21946060-L.jpg	　　　　　　　　　　　　　　　　img/9-150R21946060-L.jpg
　　　　　　　　　　　　　　　　　　　　　　《花千骨》最新剧照 杀姐姐变苍老.jpg　　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150822/9-150R21943090-L.jpg	　　　　　　　　　　　　　　　　img/9-150R21943090-L.jpg
　　　　　　　　　　　　　　　　　　　　《恋爱中的城市》最新剧照 阮经天成为男神.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150820/12-150R0212A10-L.png	　　　　　　　　　　　　　　　　img/12-150R0212A10-L.png
　　　　　　　　　　　　　　　　　　　　　《情敌蜜月》海报与预告片  情敌对战.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150819/9-150Q9104U00-L.jpg	　　　　　　　　　　　　　　　　　img/9-150Q9104U00-L.jpg
　　　　　　　　　　　　　　　　　　　　　《三城记》剧照 看成龙父母如何恋爱.jpg　　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150817/12-150QH123250-L.jpg	　　　　　　　　　　　　　　　　img/12-150QH123250-L.jpg
　　　　　　　　　　　　　　　　　　　　《恋城》最新剧照 江一燕绝美雪地文艺范.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150817/12-150QH110340-L.png	　　　　　　　　　　　　　　　　img/12-150QH110340-L.png
　　　　　　　　　　　　　　　　　　　　《最佳前男友》剧照 言承旭分手之后爱上你.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150816/12-150Q61441580-L.jpg	　　　　　　　　　　　　　　　img/12-150Q61441580-L.jpg
　　　　　　　　　　　　　　　　　　　　　《花千骨》剧照 小骨长留受审遭销魂钉.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150815/12-150Q51325450-L.png	　　　　　　　　　　　　　　　img/12-150Q51325450-L.png
　　　　　　　　　　　　　　　　　　　　　《新婚公寓》剧照 李佳航李晟本色出演.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150815/12-150Q51312450-L.png	　　　　　　　　　　　　　　　img/12-150Q51312450-L.png
　　　　　　　　　　　　　　　　　　　　《小黄人大眼萌》剧照 小黄人起源被追溯.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150815/12-150Q51242190-L.png	　　　　　　　　　　　　　　　img/12-150Q51242190-L.png
　　　　　　　　　　　　　　　　　　　　《功夫熊猫3》最新海报 阿宝发功秀一字马.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150815/12-150Q51225410-L.png	　　　　　　　　　　　　　　　img/12-150Q51225410-L.png
　　　　　　　　　　　　　　　　　　《第三种爱情》发布会 宋承宪与刘亦菲为天津默哀.jpg　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150815/12-150Q5120F10-L.png	　　　　　　　　　　　　　　　　img/12-150Q5120F10-L.png
　　　　　　　　　　　　　　　　　　　　　《滚蛋吧，肿瘤君》发布会 为天津祈福.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150813/12-150Q3230T80-L.jpg	　　　　　　　　　　　　　　　　img/12-150Q3230T80-L.jpg
　　　　　　　　　　　　　　　　　　　　《宅女侦探桂香》剧照 王珞丹化身萌侦探.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150812/12-150Q22259480-L.jpg	　　　　　　　　　　　　　　　img/12-150Q22259480-L.jpg
　　　　　　　　　　　　　　　　　　　　　　《神犬小七》剧照 小七痛失妈妈.jpg　　　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150811/12-150Q11R5270-L.jpg	　　　　　　　　　　　　　　　　img/12-150Q11R5270-L.jpg
　　　　　　　　　　　　　　　　　　　　　《最佳前男友》剧照 米露变身成短发.jpg　　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150811/12-150Q11Q2320-L.jpg	　　　　　　　　　　　　　　　　img/12-150Q11Q2320-L.jpg
　　　　　　　　　　　　　　　　　　　　　　《三城记》剧照 井柏然恋上秦海璐.jpg　　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150810/12-150Q0211T40-L.jpg	　　　　　　　　　　　　　　　　img/12-150Q0211T40-L.jpg
　　　　　　　　　　　　　　　　　　　《秀才遇到兵》剧照 “大黑牛”李晨变得萌萌哒.jpg　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150810/12-150Q02045430-L.png	　　　　　　　　　　　　　　　img/12-150Q02045430-L.png
　　　　　　　　　　　　　　　　　《陪安东尼度过漫长岁月》海报 创意创可贴演绎感人故事.jpg　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150809/12-150P92156410-L.png	　　　　　　　　　　　　　　　img/12-150P92156410-L.png
　　　　　　　　　　　　　　　　　　　《时间都去哪了》剧照 杨紫与郭品超校园之吻.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150808/12-150PQ14P20-L.png	　　　　　　　　　　　　　　　　　img/12-150PQ14P20-L.png
　　　　　　　　　　　　　　　　　　《滚蛋吧！肿瘤君》剧照 白百何化身“能量小妞”.jpg　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150808/12-150PQ12H10-L.png	　　　　　　　　　　　　　　　　　img/12-150PQ12H10-L.png
　　　　　　　　　　　　　　　　　　　　《秀才遇到兵》精彩剧照  久违的抗战好剧.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150806/9-150P62151500-L.jpg	　　　　　　　　　　　　　　　　img/9-150P62151500-L.jpg
　　　　　　　　　　　　　　　　　　　《第三种爱情》剧照  刘亦菲为何恋上宋承宪.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150805/12-150P52224010-L.jpg	　　　　　　　　　　　　　　　img/12-150P52224010-L.jpg
　　　　　　　　　　　　　　　　　　　　《大宋传奇之赵匡胤》剧照   母子情深.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150824/9-150R4160H40-L.jpg	　　　　　　　　　　　　　　　　　img/9-150R4160H40-L.jpg
　　　　　　　　　　　　　　　　　　　　《解救吾先生》剧照曝光 萌爸刘烨变身硬汉.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150805/12-150P52143580-L.png	　　　　　　　　　　　　　　　img/12-150P52143580-L.png
　　　　　　　　　　　　　　　　　《快乐大本营》釜山特辑剧照曝光 看郑容和介绍解家乡.jpg　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150804/12-150P41R9490-L.png	　　　　　　　　　　　　　　　　img/12-150P41R9490-L.png
　　　　　　　　　　　　　　　　　　　　《花千骨》剧照曝光 马可杀姐姐虽美不娘.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150804/12-150P41Q3480-L.png	　　　　　　　　　　　　　　　　img/12-150P41Q3480-L.png
　　　　　　　　　　　　　　　　　　　《别有动机》剧照曝光 刘威林家栋等持枪相对.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150804/12-150P41122280-L.png	　　　　　　　　　　　　　　　img/12-150P41122280-L.png
　　　　　　　　　　　　　　　　　　《澳门风云3》开机  李宇春加入与华仔存在对手戏.jpg　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150803/12-150P3221K80-L.png	　　　　　　　　　　　　　　　　img/12-150P3221K80-L.png
　　　　　　　　　　　　　　　　　　《太平轮·彼岸》剧照 金城武章子怡演绎纯粹爱恋.jpg　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150731/12-150I11426130-L.png	　　　　　　　　　　　　　　　img/12-150I11426130-L.png
　　　　　　　　　　　　　　　　　　　　　《巴黎假期》胡静剧照  发型时尚大气.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150801/9-150P1230F80-L.jpg	　　　　　　　　　　　　　　　　　img/9-150P1230F80-L.jpg
　　　　　　　　　　　　　　　　　　　《我们的十年》剧照曝光 赵丽颖乔任梁谈恋爱.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150731/12-150I1133F30-L.png	　　　　　　　　　　　　　　　　img/12-150I1133F30-L.png
　　　　　　　　　　　　　　　　　　　　　《新娘大作战》剧照 井柏然“受伤”.jpg　　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150731/12-150I1135J70-L.png	　　　　　　　　　　　　　　　　img/12-150I1135J70-L.png
　　　　　　　　　　　　　　　　　　　　电影《三城记》剧照曝光 井柏然深吻秦海璐.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150730/12-150I02142530-L.png	　　　　　　　　　　　　　　　img/12-150I02142530-L.png
　　　　　　　　　　　　　　　　　　　　电影版《步步惊心》剧照  陈意涵变身若曦.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150730/12-150I01209100-L.png	　　　　　　　　　　　　　　　img/12-150I01209100-L.png
　　　　　　　　　　　　　　　　　　　　　　　　《新步步惊心》人物海报.jpg　　　　　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150729/9-150H91605030-L.png	　　　　　　　　　　　　　　　　img/9-150H91605030-L.png
　　　　　　　　　　　　　　　　　《少年狄仁杰》黄宗泽马天宇剧照  组新版“狄芳”拍档.jpg　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150729/9-150H9155F90-L.png	　　　　　　　　　　　　　　　　　img/9-150H9155F90-L.png
　　　　　　　　　　　　　　　　　　　《太极宗师》郑嘉颖海报  变身“美男小鲜肉”.jpg　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150729/9-150H91551040-L.png	　　　　　　　　　　　　　　　　img/9-150H91551040-L.png
　　　　　　　　　　　　　　　　　　　《华胥引》乔振宇甘婷婷剧照  演绎人妖虐恋.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150729/9-150H91543430-L.png	　　　　　　　　　　　　　　　　img/9-150H91543430-L.png
　　　　　　　　　　　　　　　　　　《开罗宣言》剧照曝光  阵容豪华刘嘉玲扮演宋庆龄.jpg　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150724/9-150H41625450-L.jpg	　　　　　　　　　　　　　　　　img/9-150H41625450-L.jpg
　　　　　　　　　　　　　　　　　　　《克拉恋人》迪丽热巴剧照  演技爆发观众大爱.jpg　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150729/9-150H9153R10-L.png	　　　　　　　　　　　　　　　　　img/9-150H9153R10-L.png
　　　　　　　　　　　　　　　　　　　徐峥最新电影《港囧》剧照  9月25日上映.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150724/9-150H41616270-L.jpg	　　　　　　　　　　　　　　　　img/9-150H41616270-L.jpg
　　　　　　　　　　　　　　　　　　《冰与火》颖儿贾乃亮剧照   欢喜冤家正式恋爱.jpg　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150723/9-150H32155000-L.jpg	　　　　　　　　　　　　　　　　img/9-150H32155000-L.jpg
　　　　　　　　　　　　　　　　　　　《仙侠剑》海报  7月18日登央视暑假黄金档.jpg　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150717/9-150GG555530-L.jpg	　　　　　　　　　　　　　　　　　img/9-150GG555530-L.jpg
　　　　　　　　　　　　　　　　　　　　《小爸妈》剧照曝光  姚贝娜助阵片头曲.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150717/9-150GG60J30-L.jpg	　　　　　　　　　　　　　　　　　　img/9-150GG60J30-L.jpg
　　　　　　　　　　　　　　　　　　　　《异镇》王力可剧照 “氧气女神”演技获赞.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150717/9-150GG446370-L.jpg	　　　　　　　　　　　　　　　　　img/9-150GG446370-L.jpg
　　　　　　　　　　　　　　　　　　　《拥抱星星的月亮》剧照  鲜肉对决猛烈来袭.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150717/9-150GG54R60-L.jpg	　　　　　　　　　　　　　　　　　　img/9-150GG54R60-L.jpg
　　　　　　　　　　　　　　　　　　　　　　《春晚》定妆海报  画面大气瑰丽.jpg　　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150714/9-150G42202360-L.jpg	　　　　　　　　　　　　　　　　img/9-150G42202360-L.jpg
　　　　　　　　　　　　　　　　　　　　《异镇》王千源剧照  神秘特工引人遐想.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150714/9-150G4215R30-L.jpg	　　　　　　　　　　　　　　　　　img/9-150G4215R30-L.jpg
　　　　　　　　　　　　　　　　　　　《克拉恋人》开播庆典  唐嫣Rain二次合作.jpg　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150714/9-150G42149370-L.jpg	　　　　　　　　　　　　　　　　img/9-150G42149370-L.jpg
　　　　　　　　　　　　　　　　　《实习生》主题曲MV曝光  “小猎豹”郑恺首秀英文.jpg　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150713/9-150G31959410-L.jpg	　　　　　　　　　　　　　　　　img/9-150G31959410-L.jpg
　　　　　　　　　　　　　　　　　　　　《花千骨》徐海乔剧照  被皇兄设计陷宫斗.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150713/9-150G31954430-L.jpg	　　　　　　　　　　　　　　　　img/9-150G31954430-L.jpg
　　　　　　　　　　　　　　　　　　　　　《火线英雄》剧照   英雄形象更丰满.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150713/9-150G31950210-L.jpg	　　　　　　　　　　　　　　　　img/9-150G31950210-L.jpg
　　　　　　　　　　　　　　　　　　　　《偏偏》高伟光剧照  被封“最新捡漏王”.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150712/9-150G22236090-L.jpg	　　　　　　　　　　　　　　　　img/9-150G22236090-L.jpg
　　　　　　　　　　　　　　　　　　　　　《伪装者》胡歌靳东王凯三兄弟主题剧照.jpg　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150710/9-150G01945270-L.jpg	　　　　　　　　　　　　　　　　img/9-150G01945270-L.jpg
　　　　　　　　　　　　　　　　　　　　　《最佳前男友》演员剧照  颜值爆表.jpg　　　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150710/9-150G01932020-L.jpg	　　　　　　　　　　　　　　　　img/9-150G01932020-L.jpg
　　　　　　　　　　　　　　　　　　　　《华胥引》甘婷婷剧照  红妆美貌倾国倾城.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150709/9-150F91P9440-L.jpg	　　　　　　　　　　　　　　　　　img/9-150F91P9440-L.jpg
　　　　　　　　　　　　　　　　　　《道士下山》吴建豪剧照  与林志玲上演爱恨情仇.jpg　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150709/9-150F9221R80-L.jpg	　　　　　　　　　　　　　　　　　img/9-150F9221R80-L.jpg
　　　　　　　　　　　　　　　　　　　　《旋风少女》杨洋剧照  秒身“国民老公”.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150708/9-150FR053530-L.jpg	　　　　　　　　　　　　　　　　　img/9-150FR053530-L.jpg
　　　　　　　　　　　　　　　　　　《小时代4》曝插画海报 时代家族穿越到宫廷贵族.jpg　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150707/9-150FGH3220-L.jpg	　　　　　　　　　　　　　　　　　　img/9-150FGH3220-L.jpg
　　　　　　　　　　　　　　　　　　　　《栀子花开》五小天鹅终极海报  喜感十足.jpg　　　　　　　　　　　　　　　　　　　　	https://tpzj.tangzhuanzu.com/uploads/allimg/150707/9-150FGG4030-L.jpg	　　　　　　　　　　　　　　　　　　img/9-150FGG4030-L.jpg
